latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
29.771528,-95.33099,14.0,0,GMT,GMT

time,temperature_2m (°C),dew_point_2m (°C),wind_speed_10m (km/h),cloud_cover (%),shortwave_radiation (W/m²),precipitation (mm)
2022-05-05T17:00,29.8,21.8,33.5,5,834.0,0.00
2022-05-05T18:00,30.5,21.7,34.6,94,928.0,0.00
2022-05-05T19:00,31.3,20.1,32.0,100,765.0,0.00
2022-05-05T20:00,29.8,20.9,29.4,100,415.0,0.00
2022-05-05T21:00,28.7,20.7,24.6,100,223.0,0.00
2022-05-05T22:00,29.0,20.4,21.6,100,214.0,0.00
2022-05-05T23:00,25.9,22.0,11.9,100,123.0,2.30
2022-05-06T00:00,27.8,20.8,5.2,100,42.0,0.10
2022-05-06T01:00,22.7,22.0,18.8,100,9.0,5.80
2022-05-06T02:00,22.1,21.4,10.5,65,0.0,0.50
2022-05-06T03:00,22.1,21.3,2.4,70,0.0,0.10
2022-05-06T04:00,21.9,21.3,7.4,96,0.0,0.00
2022-05-06T05:00,21.3,21.0,3.8,87,0.0,0.00
2022-05-06T06:00,21.0,20.7,5.0,46,0.0,0.00
2022-05-06T07:00,20.4,20.3,5.7,13,0.0,0.00
2022-05-06T08:00,20.2,20.2,5.4,100,0.0,0.00
2022-05-06T09:00,19.1,19.1,6.3,100,0.0,0.00
2022-05-06T10:00,19.5,19.5,3.8,100,0.0,0.00
2022-05-06T11:00,19.7,19.6,6.1,100,0.0,0.00
2022-05-06T12:00,19.3,19.2,1.3,100,3.0,0.00
2022-05-06T13:00,19.2,18.9,6.6,100,74.0,0.00
2022-05-06T14:00,21.0,20.1,5.5,44,228.0,0.00
2022-05-06T15:00,24.1,20.2,9.7,0,534.0,0.00
2022-05-06T16:00,27.1,19.7,8.3,0,741.0,0.00
2022-05-06T17:00,29.1,19.0,7.6,0,883.0,0.00
2022-05-06T18:00,30.5,18.1,6.1,0,965.0,0.00
2022-05-06T19:00,31.3,17.9,4.6,0,981.0,0.00
2022-05-06T20:00,32.1,17.8,4.1,1,930.0,0.00
2022-05-06T21:00,32.4,17.7,5.2,5,810.0,0.00
2022-05-06T22:00,32.1,18.4,11.1,10,634.0,0.00
2022-05-06T23:00,30.1,22.1,20.4,1,428.0,0.00
2022-05-07T00:00,30.1,22.1,12.6,8,235.0,0.00
2022-05-07T01:00,28.1,22.9,14.2,16,52.0,0.00
2022-05-07T02:00,26.3,23.2,14.2,6,0.0,0.00
2022-05-07T03:00,25.4,23.8,14.6,0,0.0,0.00
2022-05-07T04:00,24.5,23.7,14.4,0,0.0,0.00
2022-05-07T05:00,23.9,23.5,14.4,100,0.0,0.00
2022-05-07T06:00,23.6,23.4,12.0,100,0.0,0.00
2022-05-07T07:00,23.7,23.2,13.5,100,0.0,0.00
2022-05-07T08:00,23.7,22.8,11.2,100,0.0,0.00
2022-05-07T09:00,23.0,22.7,8.4,100,0.0,0.00
2022-05-07T10:00,23.2,22.5,10.4,100,0.0,0.00
2022-05-07T11:00,23.1,22.5,5.9,100,0.0,0.00
2022-05-07T12:00,24.1,23.1,9.2,100,4.0,0.00
2022-05-07T13:00,24.9,22.8,8.7,97,59.0,0.00
2022-05-07T14:00,26.2,22.4,12.6,40,204.0,0.00
2022-05-07T15:00,28.2,22.0,11.9,100,470.0,0.00
2022-05-07T16:00,29.3,21.6,13.0,86,439.0,0.00
2022-05-07T17:00,31.2,21.2,11.9,37,653.0,0.00
2022-05-07T18:00,32.4,21.4,11.6,2,873.0,0.00
2022-05-07T19:00,33.3,21.4,12.8,6,953.0,0.00
2022-05-07T20:00,34.1,21.7,12.8,3,903.0,0.00
2022-05-07T21:00,34.3,21.7,14.5,11,794.0,0.00
2022-05-07T22:00,33.8,21.7,15.9,34,594.0,0.00
2022-05-07T23:00,32.6,21.7,17.8,20,386.0,0.00
2022-05-08T00:00,30.2,23.4,18.8,2,215.0,0.00
2022-05-08T01:00,27.8,23.5,19.3,10,54.0,0.00
2022-05-08T02:00,26.5,23.6,19.5,2,0.0,0.00
2022-05-08T03:00,25.9,23.5,16.3,100,0.0,0.00
2022-05-08T04:00,26.3,23.5,15.9,100,0.0,0.00
2022-05-08T05:00,25.8,23.7,18.0,100,0.0,0.00
2022-05-08T06:00,25.1,23.7,16.8,49,0.0,0.00
2022-05-08T07:00,24.6,23.5,16.2,100,0.0,0.00
2022-05-08T08:00,25.2,23.3,18.6,100,0.0,0.00
2022-05-08T09:00,25.3,23.4,17.7,69,0.0,0.00
2022-05-08T10:00,24.4,23.3,15.2,100,0.0,0.00
2022-05-08T11:00,24.4,23.3,13.4,100,0.0,0.00
2022-05-08T12:00,25.4,23.6,13.8,2,5.0,0.00
2022-05-08T13:00,25.8,23.1,14.6,29,60.0,0.00
2022-05-08T14:00,27.4,22.9,16.2,5,294.0,0.00
2022-05-08T15:00,29.2,23.1,16.9,2,537.0,0.00
2022-05-08T16:00,30.9,22.8,18.9,2,719.0,0.00
2022-05-08T17:00,32.3,22.2,20.2,3,858.0,0.00
2022-05-08T18:00,33.2,21.5,21.0,4,935.0,0.00
2022-05-08T19:00,33.6,21.1,22.0,1,951.0,0.00
2022-05-08T20:00,33.5,21.1,23.8,2,906.0,0.00
2022-05-08T21:00,33.0,20.8,24.6,4,809.0,0.00
2022-05-08T22:00,31.9,21.1,24.9,0,651.0,0.00
2022-05-08T23:00,30.4,21.4,26.4,0,456.0,0.00
2022-05-09T00:00,28.4,22.1,25.0,6,244.0,0.00
2022-05-09T01:00,27.0,22.0,22.9,18,54.0,0.00
2022-05-09T02:00,26.2,22.5,20.0,15,0.0,0.00
2022-05-09T03:00,25.5,23.2,20.0,52,0.0,0.00
2022-05-09T04:00,25.4,23.3,20.6,25,0.0,0.00
2022-05-09T05:00,25.0,23.4,20.5,100,0.0,0.00
2022-05-09T06:00,24.8,23.3,19.8,100,0.0,0.00
2022-05-09T07:00,25.2,23.3,19.0,100,0.0,0.00
2022-05-09T08:00,25.2,23.3,19.3,100,0.0,0.00
2022-05-09T09:00,25.1,23.4,17.2,100,0.0,0.00
2022-05-09T10:00,25.4,23.3,18.2,83,0.0,0.00
2022-05-09T11:00,25.0,23.2,17.6,20,0.0,0.00
2022-05-09T12:00,25.6,23.7,16.5,100,6.0,0.00
2022-05-09T13:00,26.5,23.3,20.0,67,85.0,0.00
2022-05-09T14:00,28.1,22.9,22.7,50,240.0,0.00
2022-05-09T15:00,29.9,22.4,22.6,38,463.0,0.00
2022-05-09T16:00,31.3,22.1,23.6,35,626.0,0.00
2022-05-09T17:00,32.6,21.8,23.6,22,757.0,0.00
2022-05-09T18:00,33.3,21.0,26.0,23,890.0,0.00
2022-05-09T19:00,33.6,20.8,26.7,38,932.0,0.00
2022-05-09T20:00,33.6,20.7,26.7,24,884.0,0.00
2022-05-09T21:00,32.9,21.1,27.1,9,770.0,0.00
2022-05-09T22:00,32.0,21.0,28.7,20,629.0,0.00
2022-05-09T23:00,30.2,22.1,27.5,7,423.0,0.00
2022-05-10T00:00,29.2,23.0,24.7,0,232.0,0.00
2022-05-10T01:00,27.4,23.6,22.1,6,56.0,0.00
2022-05-10T02:00,26.4,23.9,19.3,10,0.0,0.00
2022-05-10T03:00,26.0,24.0,18.2,62,0.0,0.00
2022-05-10T04:00,25.9,24.0,18.2,100,0.0,0.00
2022-05-10T05:00,26.2,23.9,20.3,100,0.0,0.00
2022-05-10T06:00,26.0,23.7,22.2,100,0.0,0.00
2022-05-10T07:00,25.8,23.3,21.9,100,0.0,0.00
2022-05-10T08:00,25.5,23.0,21.7,100,0.0,0.00
2022-05-10T09:00,25.0,22.8,18.1,100,0.0,0.00
2022-05-10T10:00,25.2,22.4,15.5,100,0.0,0.00
2022-05-10T11:00,25.1,22.3,14.2,100,0.0,0.00
2022-05-10T12:00,25.6,22.7,15.6,100,4.0,0.00
2022-05-10T13:00,26.3,22.5,20.1,100,72.0,0.00
2022-05-10T14:00,27.5,22.3,21.9,30,247.0,0.00
2022-05-10T15:00,29.1,21.9,20.7,27,497.0,0.00
2022-05-10T16:00,30.5,21.4,21.2,53,676.0,0.00
2022-05-10T17:00,31.2,20.7,21.9,46,815.0,0.00
2022-05-10T18:00,31.5,20.8,23.5,79,901.0,0.00
2022-05-10T19:00,31.5,20.5,23.1,12,921.0,0.00
2022-05-10T20:00,31.5,20.4,22.5,14,892.0,0.00
2022-05-10T21:00,31.1,20.3,23.6,13,781.0,0.00
2022-05-10T22:00,30.4,20.5,24.7,5,639.0,0.00
2022-05-10T23:00,29.3,20.6,26.7,4,452.0,0.00
2022-05-11T00:00,28.5,21.4,22.5,10,239.0,0.00
2022-05-11T01:00,26.6,22.5,25.1,62,49.0,0.00
2022-05-11T02:00,26.2,22.8,18.9,100,0.0,0.00
2022-05-11T03:00,25.8,23.0,16.8,99,0.0,0.00
2022-05-11T04:00,25.6,22.9,15.0,100,0.0,0.00
2022-05-11T05:00,25.5,22.8,14.0,100,0.0,0.00
2022-05-11T06:00,24.7,22.9,11.4,98,0.0,0.00
2022-05-11T07:00,24.3,22.9,13.3,100,0.0,0.00
2022-05-11T08:00,23.9,22.9,10.3,100,0.0,0.00
2022-05-11T09:00,23.5,22.8,12.6,100,0.0,0.00
2022-05-11T10:00,23.0,22.5,8.1,100,0.0,0.00
2022-05-11T11:00,22.8,22.4,10.0,100,0.0,0.00
2022-05-11T12:00,24.2,23.5,8.3,100,7.0,0.00
2022-05-11T13:00,25.2,23.2,8.3,43,93.0,0.00
2022-05-11T14:00,26.4,22.8,9.0,23,281.0,0.00
2022-05-11T15:00,27.9,22.2,10.4,15,493.0,0.00
2022-05-11T16:00,29.6,21.6,14.8,23,689.0,0.00
2022-05-11T17:00,30.7,20.8,17.9,38,786.0,0.00
2022-05-11T18:00,31.2,20.7,21.3,22,863.0,0.00
2022-05-11T19:00,31.1,20.7,22.9,32,911.0,0.00
2022-05-11T20:00,30.7,20.3,22.5,15,852.0,0.00
2022-05-11T21:00,30.3,20.1,22.2,8,793.0,0.00
2022-05-11T22:00,29.8,19.8,21.4,4,646.0,0.00
2022-05-11T23:00,29.0,19.6,20.6,4,454.0,0.00
2022-05-12T00:00,28.0,20.5,17.1,5,245.0,0.00
2022-05-12T01:00,26.4,20.9,14.6,3,61.0,0.00
2022-05-12T02:00,25.1,21.4,13.6,1,0.0,0.00
2022-05-12T03:00,24.3,21.7,11.7,8,0.0,0.00
2022-05-12T04:00,23.7,21.7,8.2,4,0.0,0.00
2022-05-12T05:00,22.9,21.7,6.6,22,0.0,0.00
2022-05-12T06:00,22.3,21.6,7.2,0,0.0,0.00
2022-05-12T07:00,21.8,21.3,5.5,2,0.0,0.00
2022-05-12T08:00,21.2,20.9,5.8,2,0.0,0.00
2022-05-12T09:00,20.8,20.7,5.7,0,0.0,0.00
2022-05-12T10:00,20.1,20.1,7.9,0,0.0,0.00
2022-05-12T11:00,19.8,19.8,8.0,100,0.0,0.00
2022-05-12T12:00,20.8,20.6,6.2,100,8.0,0.00
2022-05-12T13:00,21.7,21.3,5.4,100,88.0,0.00
2022-05-12T14:00,23.9,22.3,6.8,0,255.0,0.00
2022-05-12T15:00,26.8,21.1,9.8,21,538.0,0.00
2022-05-12T16:00,28.3,20.3,10.2,15,678.0,0.00
2022-05-12T17:00,29.8,19.7,12.0,4,849.0,0.00
2022-05-12T18:00,31.0,18.9,16.6,3,953.0,0.00
2022-05-12T19:00,31.4,17.8,19.3,1,972.0,0.00
2022-05-12T20:00,31.6,16.6,19.9,0,929.0,0.00
2022-05-12T21:00,31.5,16.5,20.0,0,825.0,0.00
2022-05-12T22:00,31.2,15.7,20.6,0,664.0,0.00
2022-05-12T23:00,29.9,15.8,21.3,0,466.0,0.00
2022-05-13T00:00,28.7,16.3,17.4,7,253.0,0.00
2022-05-13T01:00,26.5,17.4,14.3,34,65.0,0.00
2022-05-13T02:00,24.7,19.0,14.5,6,0.0,0.00
2022-05-13T03:00,23.6,19.9,14.0,0,0.0,0.00
2022-05-13T04:00,23.0,19.9,10.8,9,0.0,0.00
2022-05-13T05:00,22.3,20.0,9.0,2,0.0,0.00
2022-05-13T06:00,21.8,20.2,9.7,2,0.0,0.00
2022-05-13T07:00,21.2,20.2,6.5,8,0.0,0.00
2022-05-13T08:00,20.3,19.7,7.2,0,0.0,0.00
2022-05-13T09:00,20.0,19.5,7.2,12,0.0,0.00
2022-05-13T10:00,19.8,19.3,8.0,1,0.0,0.00
2022-05-13T11:00,19.4,19.1,8.0,1,0.0,0.00
2022-05-13T12:00,22.1,20.6,7.0,7,9.0,0.00
2022-05-13T13:00,23.7,20.9,9.2,82,75.0,0.00
2022-05-13T14:00,25.8,20.7,14.9,48,284.0,0.00
2022-05-13T15:00,27.7,20.0,14.0,38,471.0,0.00
2022-05-13T16:00,29.5,19.5,13.4,40,662.0,0.00
2022-05-13T17:00,30.8,19.1,12.6,20,781.0,0.00
2022-05-13T18:00,31.8,18.6,11.9,24,874.0,0.00
2022-05-13T19:00,32.6,18.3,10.4,13,905.0,0.00
2022-05-13T20:00,33.5,18.0,11.3,14,890.0,0.00
2022-05-13T21:00,33.9,17.8,13.5,6,788.0,0.00
2022-05-13T22:00,32.7,18.7,20.9,19,651.0,0.00
2022-05-13T23:00,31.0,19.0,22.0,44,454.0,0.00
2022-05-14T00:00,30.0,20.1,17.5,67,244.0,0.00
2022-05-14T01:00,28.5,20.1,15.5,21,55.0,0.00
2022-05-14T02:00,26.9,19.9,20.7,13,0.0,0.00
2022-05-14T03:00,25.5,20.4,18.9,8,0.0,0.00
2022-05-14T04:00,24.6,20.7,14.9,0,0.0,0.00
2022-05-14T05:00,24.1,20.8,14.7,0,0.0,0.00
2022-05-14T06:00,23.9,20.6,14.4,0,0.0,0.00
2022-05-14T07:00,23.7,20.2,12.3,1,0.0,0.00
2022-05-14T08:00,23.0,19.8,7.2,0,0.0,0.00
2022-05-14T09:00,22.5,19.8,7.1,54,0.0,0.00
2022-05-14T10:00,22.2,19.8,7.4,6,0.0,0.00
2022-05-14T11:00,21.8,19.9,7.4,2,0.0,0.00
2022-05-14T12:00,22.6,20.6,7.7,1,9.0,0.00
2022-05-14T13:00,24.0,20.9,4.5,99,124.0,0.00
2022-05-14T14:00,25.3,21.0,5.4,100,212.0,0.00
2022-05-14T15:00,26.0,20.8,12.0,100,184.0,0.00
2022-05-14T16:00,27.4,20.4,13.1,99,266.0,0.00
2022-05-14T17:00,29.5,19.9,7.9,100,647.0,0.00
2022-05-14T18:00,30.9,19.3,10.0,98,775.0,0.00
2022-05-14T19:00,32.2,18.5,8.3,25,853.0,0.00
2022-05-14T20:00,32.9,18.0,13.3,23,861.0,0.00
2022-05-14T21:00,32.6,18.0,8.8,47,751.0,0.00
2022-05-14T22:00,31.1,18.0,12.9,89,524.0,0.10
2022-05-14T23:00,27.3,19.8,9.0,100,232.0,2.30
2022-05-15T00:00,29.6,19.0,18.4,100,100.0,0.00
2022-05-15T01:00,27.4,20.1,16.3,58,59.0,0.00
2022-05-15T02:00,26.3,20.2,20.2,99,0.0,0.00
2022-05-15T03:00,25.3,20.4,16.2,100,0.0,0.00
2022-05-15T04:00,24.6,20.4,15.1,93,0.0,0.00
2022-05-15T05:00,24.1,20.3,11.3,11,0.0,0.00
2022-05-15T06:00,23.2,20.3,6.3,35,0.0,0.00
2022-05-15T07:00,22.7,20.3,6.6,0,0.0,0.00
2022-05-15T08:00,22.3,20.2,6.9,0,0.0,0.00
2022-05-15T09:00,22.0,20.2,8.3,0,0.0,0.00
2022-05-15T10:00,21.8,20.2,8.5,0,0.0,0.00
2022-05-15T11:00,21.3,20.0,6.5,0,0.0,0.00
2022-05-15T12:00,22.1,20.8,6.4,0,10.0,0.00
2022-05-15T13:00,24.1,21.2,4.6,100,63.0,0.00
2022-05-15T14:00,25.0,21.5,4.8,44,137.0,0.10
2022-05-15T15:00,27.1,21.2,9.5,58,466.0,0.10
2022-05-15T16:00,28.5,20.5,5.9,37,616.0,0.00
2022-05-15T17:00,30.0,20.0,7.4,25,750.0,0.00
2022-05-15T18:00,31.5,19.2,9.8,20,870.0,0.00
2022-05-15T19:00,32.3,18.4,8.3,10,905.0,0.00
2022-05-15T20:00,33.1,18.1,8.8,7,902.0,0.00
2022-05-15T21:00,33.7,17.5,10.4,14,788.0,0.00
2022-05-15T22:00,33.8,17.1,12.9,12,638.0,0.00
2022-05-15T23:00,33.2,17.8,17.1,24,446.0,0.00
2022-05-16T00:00,30.9,19.2,16.3,43,239.0,0.00
2022-05-16T01:00,29.3,19.7,19.8,71,65.0,0.00
2022-05-16T02:00,26.7,21.0,20.5,76,0.0,0.00
2022-05-16T03:00,26.0,21.1,19.4,100,0.0,0.00
2022-05-16T04:00,25.3,21.3,15.6,100,0.0,0.00
2022-05-16T05:00,24.8,21.2,11.3,83,0.0,0.00
2022-05-16T06:00,24.3,21.1,13.0,33,0.0,0.00
2022-05-16T07:00,23.9,20.9,13.7,96,0.0,0.00
2022-05-16T08:00,23.6,20.8,14.5,99,0.0,0.00
2022-05-16T09:00,23.4,20.7,15.6,94,0.0,0.00
2022-05-16T10:00,23.0,20.6,12.7,6,0.0,0.00
2022-05-16T11:00,21.9,20.6,6.2,0,0.0,0.00
2022-05-16T12:00,22.5,21.2,8.8,0,10.0,0.00
2022-05-16T13:00,24.3,21.5,7.9,91,107.0,0.00
2022-05-16T14:00,26.5,21.1,14.2,7,333.0,0.00
2022-05-16T15:00,28.5,20.4,20.0,29,531.0,0.00
2022-05-16T16:00,30.5,19.9,20.5,0,722.0,0.00
2022-05-16T17:00,32.0,19.4,16.6,0,864.0,0.00
2022-05-16T18:00,32.9,19.3,5.4,0,956.0,0.00
2022-05-16T19:00,33.4,19.1,1.0,7,962.0,0.00
2022-05-16T20:00,34.0,18.6,2.1,4,890.0,0.00
2022-05-16T21:00,34.3,17.9,2.5,7,790.0,0.00
2022-05-16T22:00,34.4,17.5,3.3,11,626.0,0.00
2022-05-16T23:00,33.3,19.2,16.9,3,437.0,0.00
2022-05-17T00:00,31.1,21.4,13.3,51,198.0,0.00
2022-05-17T01:00,29.5,21.9,18.0,95,62.0,0.00
2022-05-17T02:00,27.8,21.8,19.1,44,0.0,0.00
2022-05-17T03:00,26.9,21.6,16.9,3,0.0,0.00
2022-05-17T04:00,25.9,21.7,14.4,36,0.0,0.00
2022-05-17T05:00,25.2,21.6,13.2,13,0.0,0.00
2022-05-17T06:00,24.6,21.6,10.8,65,0.0,0.00
2022-05-17T07:00,24.1,21.7,9.1,13,0.0,0.00
2022-05-17T08:00,23.5,21.7,7.4,0,0.0,0.00
2022-05-17T09:00,23.0,21.7,7.7,0,0.0,0.00
2022-05-17T10:00,22.7,21.6,7.5,0,0.0,0.00
2022-05-17T11:00,22.2,21.5,6.8,2,0.0,0.00
2022-05-17T12:00,23.4,22.4,9.0,1,10.0,0.00
2022-05-17T13:00,24.5,22.3,13.9,90,47.0,0.00
2022-05-17T14:00,25.9,21.7,11.9,27,276.0,0.00
2022-05-17T15:00,27.7,21.1,6.9,80,515.0,0.00
2022-05-17T16:00,29.0,21.2,6.2,40,687.0,0.00
2022-05-17T17:00,30.7,21.1,10.6,19,833.0,0.00
2022-05-17T18:00,32.5,20.5,13.7,7,946.0,0.00
2022-05-17T19:00,33.9,19.7,15.4,13,963.0,0.00
2022-05-17T20:00,34.4,19.1,17.7,1,918.0,0.00
2022-05-17T21:00,34.0,19.3,20.4,1,814.0,0.00
2022-05-17T22:00,32.8,19.8,22.8,3,655.0,0.00
2022-05-17T23:00,31.4,20.0,23.7,3,458.0,0.00
2022-05-18T00:00,29.7,20.8,20.3,0,253.0,0.00
2022-05-18T01:00,28.1,20.6,17.2,1,69.0,0.00
2022-05-18T02:00,26.7,20.8,17.4,1,0.0,0.00
2022-05-18T03:00,25.5,21.2,15.6,5,0.0,0.00
2022-05-18T04:00,24.7,21.7,13.4,19,0.0,0.00
2022-05-18T05:00,24.2,21.6,15.0,53,0.0,0.00
2022-05-18T06:00,23.8,21.5,15.3,36,0.0,0.00
2022-05-18T07:00,23.6,21.7,15.2,36,0.0,0.00
2022-05-18T08:00,23.4,21.9,15.2,45,0.0,0.00
2022-05-18T09:00,23.3,22.0,15.6,29,0.0,0.00
2022-05-18T10:00,23.4,22.0,14.4,16,0.0,0.00
2022-05-18T11:00,23.3,21.9,12.1,26,0.0,0.00
2022-05-18T12:00,25.2,22.2,13.1,81,10.0,0.00
2022-05-18T13:00,26.0,22.1,15.5,91,62.0,0.00
2022-05-18T14:00,27.6,21.6,17.8,36,262.0,0.00
2022-05-18T15:00,29.4,21.4,18.7,45,503.0,0.00
2022-05-18T16:00,31.2,20.6,20.9,16,723.0,0.00
2022-05-18T17:00,33.0,18.6,22.7,15,878.0,0.00
2022-05-18T18:00,34.1,17.7,23.8,8,959.0,0.00
2022-05-18T19:00,34.5,17.1,23.8,0,980.0,0.00
2022-05-18T20:00,34.5,17.0,24.6,0,934.0,0.00
2022-05-18T21:00,33.9,17.6,25.6,0,827.0,0.00
2022-05-18T22:00,32.8,18.6,25.0,0,667.0,0.00
2022-05-18T23:00,31.3,19.9,25.5,0,470.0,0.00
2022-05-19T00:00,29.5,20.3,22.3,6,258.0,0.00
2022-05-19T01:00,28.5,19.8,17.4,1,66.0,0.00
2022-05-19T02:00,27.1,21.0,19.6,0,0.0,0.00
2022-05-19T03:00,25.8,22.6,20.4,3,0.0,0.00
2022-05-19T04:00,25.2,23.1,19.6,100,0.0,0.00
2022-05-19T05:00,25.4,22.9,18.8,33,0.0,0.00
2022-05-19T06:00,25.1,22.6,17.7,19,0.0,0.00
2022-05-19T07:00,24.9,22.2,17.7,10,0.0,0.00
2022-05-19T08:00,24.7,21.9,18.7,6,0.0,0.00
2022-05-19T09:00,24.3,21.6,16.2,3,0.0,0.00
2022-05-19T10:00,24.0,21.3,14.0,8,0.0,0.00
2022-05-19T11:00,23.8,21.0,13.7,12,0.0,0.00
2022-05-19T12:00,25.4,22.3,18.0,26,11.0,0.00
2022-05-19T13:00,26.2,22.2,18.4,5,129.0,0.00
2022-05-19T14:00,28.0,21.3,23.8,28,333.0,0.00
2022-05-19T15:00,29.4,20.8,22.0,36,489.0,0.00
2022-05-19T16:00,30.8,20.3,21.2,51,678.0,0.00
2022-05-19T17:00,32.0,19.8,20.9,43,831.0,0.00
2022-05-19T18:00,32.8,19.2,23.6,39,932.0,0.00
2022-05-19T19:00,33.0,19.4,25.8,48,954.0,0.00
2022-05-19T20:00,32.9,19.1,27.5,30,884.0,0.00
2022-05-19T21:00,32.1,19.7,28.6,22,773.0,0.00
2022-05-19T22:00,31.2,19.6,29.7,91,643.0,0.00
2022-05-19T23:00,29.9,19.2,30.4,43,434.0,0.00
2022-05-20T00:00,28.5,21.5,28.0,4,239.0,0.00
2022-05-20T01:00,27.4,21.3,24.5,24,43.0,0.00
2022-05-20T02:00,26.3,21.8,22.5,53,0.0,0.00
2022-05-20T03:00,25.7,22.4,19.3,100,0.0,0.00
2022-05-20T04:00,25.3,22.7,16.5,89,0.0,0.00
2022-05-20T05:00,25.3,22.9,18.1,100,0.0,0.00
2022-05-20T06:00,25.8,23.0,20.2,88,0.0,0.00
2022-05-20T07:00,25.1,22.8,20.2,100,0.0,0.00
2022-05-20T08:00,25.0,22.7,19.2,100,0.0,0.00
2022-05-20T09:00,24.9,22.6,18.9,97,0.0,0.00
2022-05-20T10:00,24.9,22.6,19.9,46,0.0,0.00
2022-05-20T11:00,25.0,22.5,20.5,30,0.0,0.00
2022-05-20T12:00,25.8,23.4,19.2,29,11.0,0.00
2022-05-20T13:00,26.7,23.1,23.1,28,122.0,0.00
2022-05-20T14:00,28.5,22.0,27.1,26,311.0,0.00
2022-05-20T15:00,30.3,21.3,31.0,100,509.0,0.00
2022-05-20T16:00,31.1,21.0,28.0,7,426.0,0.00
2022-05-20T17:00,33.2,20.5,34.7,53,872.0,0.00
2022-05-20T18:00,33.3,20.4,34.4,28,776.0,0.00
2022-05-20T19:00,33.7,20.4,33.6,54,885.0,0.00
2022-05-20T20:00,34.0,19.1,32.6,61,826.0,0.00
2022-05-20T21:00,33.2,20.0,32.3,25,617.0,0.00
2022-05-20T22:00,32.4,20.5,31.5,19,585.0,0.00
2022-05-20T23:00,31.2,21.8,31.1,5,447.0,0.00
2022-05-21T00:00,29.7,22.4,26.7,0,255.0,0.00
2022-05-21T01:00,28.8,22.7,23.9,100,46.0,0.00
2022-05-21T02:00,27.5,23.6,27.1,100,0.0,0.00
2022-05-21T03:00,27.1,24.1,26.5,100,0.0,0.00
2022-05-21T04:00,27.0,24.2,29.8,100,0.0,0.00
2022-05-21T05:00,26.7,24.4,26.4,100,0.0,0.00
2022-05-21T06:00,26.5,24.4,12.0,100,0.0,0.00
2022-05-21T07:00,26.7,24.2,13.4,100,0.0,0.00
2022-05-21T08:00,26.7,24.0,16.5,41,0.0,0.00
2022-05-21T09:00,26.3,23.9,17.1,45,0.0,0.00
2022-05-21T10:00,26.0,24.2,22.3,43,0.0,0.00
2022-05-21T11:00,26.0,24.0,19.6,27,0.0,0.00
2022-05-21T12:00,26.9,24.5,21.0,68,11.0,0.00
2022-05-21T13:00,27.7,24.3,24.5,35,137.0,0.00
2022-05-21T14:00,29.0,24.0,24.6,30,268.0,0.20
2022-05-21T15:00,30.9,23.3,24.7,32,468.0,0.00
2022-05-21T16:00,32.5,22.6,25.2,18,648.0,0.00
2022-05-21T17:00,33.4,22.0,23.8,35,765.0,0.10
2022-05-21T18:00,32.8,22.3,23.3,76,821.0,0.60
2022-05-21T19:00,32.0,23.2,24.1,71,674.0,0.50
2022-05-21T20:00,33.2,22.6,24.7,63,703.0,0.40
2022-05-21T21:00,33.0,22.6,24.8,54,595.0,0.30
2022-05-21T22:00,32.1,22.7,25.6,46,487.0,0.20
2022-05-21T23:00,30.5,23.8,27.9,54,358.0,0.40
2022-05-22T00:00,24.3,22.8,19.2,96,179.0,0.30
2022-05-22T01:00,24.2,22.4,17.5,100,14.0,0.20
2022-05-22T02:00,25.0,22.7,15.5,100,0.0,0.00
2022-05-22T03:00,23.2,21.6,12.3,100,0.0,2.60
2022-05-22T04:00,21.2,20.4,13.6,100,0.0,10.70
2022-05-22T05:00,22.1,20.7,19.3,100,0.0,0.20
2022-05-22T06:00,22.2,20.6,22.8,100,0.0,0.30
2022-05-22T07:00,22.7,20.8,16.7,100,0.0,0.00
2022-05-22T08:00,22.3,21.1,12.1,100,0.0,0.00
2022-05-22T09:00,22.6,21.3,4.6,100,0.0,0.00
2022-05-22T10:00,22.4,21.6,9.7,100,0.0,0.00
2022-05-22T11:00,22.4,21.6,11.9,100,0.0,0.00
2022-05-22T12:00,21.9,20.5,15.9,100,7.0,0.00
2022-05-22T13:00,21.5,20.5,21.8,100,25.0,1.10
2022-05-22T14:00,21.9,19.9,10.6,100,82.0,0.00
2022-05-22T15:00,23.3,20.2,9.2,100,346.0,0.00
2022-05-22T16:00,24.8,20.4,7.7,82,536.0,0.00
2022-05-22T17:00,26.7,19.9,7.3,59,796.0,0.00
2022-05-22T18:00,28.2,18.9,11.2,54,949.0,0.00
2022-05-22T19:00,28.9,18.7,14.1,44,968.0,0.00
2022-05-22T20:00,29.4,18.4,11.2,97,919.0,0.00
2022-05-22T21:00,29.5,17.9,11.2,100,803.0,0.00
2022-05-22T22:00,29.2,17.7,12.9,100,654.0,0.00
2022-05-22T23:00,28.4,17.7,13.5,100,430.0,0.00
2022-05-23T00:00,26.6,19.6,15.5,100,219.0,0.00
2022-05-23T01:00,25.7,19.3,11.3,100,59.0,0.00
2022-05-23T02:00,24.6,19.1,14.7,100,1.0,0.00
2022-05-23T03:00,23.8,19.2,13.2,100,0.0,0.00
2022-05-23T04:00,23.2,19.1,12.1,100,0.0,0.00
